id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
463,1315,,9.40353,CERRADO,fecha_vacia
464,7665,,6095.66,ABIERTO,fecha_vacia
465,4729,,13763.87,CERRADO,fecha_vacia
466,19556,,92956.0,CERRADO,fecha_vacia
467,12477,,12448.85,CERRADO,fecha_vacia
468,7145,,9748.24,RECHAZADO,fecha_vacia
470,7885,,9856.68,CERRADO,fecha_vacia
472,4686,,7740.48,ABIERTO,fecha_vacia
474,12213,,,NAN,"fecha_vacia,monto_vacio"
475,13039,,,NAN,"fecha_vacia,monto_vacio"
476,4147,,,RECHAZADO,"fecha_vacia,monto_vacio"
477,23464,,4.56133,RECHAZADO,fecha_vacia
478,15010,,11687.78,ABIERTO,fecha_vacia
479,4770,,,CERRADO,"fecha_vacia,monto_vacio"
480,23674,,19204.0,NAN,fecha_vacia
481,5991,,,RECHAZADO,"fecha_vacia,monto_vacio"
483,1067,,5.41194,NAN,fecha_vacia
484,10177,,9795.3,RECHAZADO,fecha_vacia
485,23236,,9341.17,NAN,fecha_vacia
486,16519,,4527.06,CERRADO,fecha_vacia
488,7922,2025-08-05,,ABIERTO,monto_vacio
489,6169,,10359.49,CERRADO,fecha_vacia
490,9596,,-6745.26,NAN,fecha_vacia
491,10798,,11866.01,CERRADO,fecha_vacia
495,3898,,12.25539,NAN,fecha_vacia
496,9321,,59785.0,ABIERTO,fecha_vacia
497,17866,,5018.42,NAN,fecha_vacia
498,16934,,6.66581,NAN,fecha_vacia
500,24173,,6.63352,RECHAZADO,fecha_vacia
501,1935,,9456.55,ABIERTO,fecha_vacia
503,13990,,4.63432,CERRADO,fecha_vacia
504,12911,,12735.57,ABIERTO,fecha_vacia
505,9535,,13.92133,RECHAZADO,fecha_vacia
506,23610,,,NAN,"fecha_vacia,monto_vacio"
507,14126,,7410.93,NAN,fecha_vacia
508,11505,,4336.27,NAN,fecha_vacia
509,9632,,11512.22,NAN,fecha_vacia
510,24704,,,ABIERTO,"fecha_vacia,monto_vacio"
511,9290,,2170.06,NAN,fecha_vacia
512,25808,,1956.2,ABIERTO,fecha_vacia
513,19811,,,ABIERTO,"fecha_vacia,monto_vacio"
514,749,,,ABIERTO,"fecha_vacia,monto_vacio"
515,7931,,7142.51,ABIERTO,fecha_vacia
517,19123,,,RECHAZADO,"fecha_vacia,monto_vacio"
518,5192,,,CERRADO,"fecha_vacia,monto_vacio"
519,2775,,11906.59,ABIERTO,fecha_vacia
520,17065,,8.46437,ABIERTO,fecha_vacia
521,2027,,2008.92,ABIERTO,fecha_vacia
522,8459,,5956.22,ABIERTO,fecha_vacia
524,3266,,,ABIERTO,"fecha_vacia,monto_vacio"
525,9683,,4540.67,CERRADO,fecha_vacia
526,6685,,96571.0,CERRADO,fecha_vacia
527,17205,,12224.81,CERRADO,fecha_vacia
528,21844,,1897.7,NAN,fecha_vacia
529,1551,,12.58402,CERRADO,fecha_vacia
531,16681,,,CERRADO,"fecha_vacia,monto_vacio"
532,13554,,10.45723,RECHAZADO,fecha_vacia
533,1400,,778.9,ABIERTO,fecha_vacia
534,13893,,2203.47,ABIERTO,fecha_vacia
535,17558,,77573.0,CERRADO,fecha_vacia
536,1687,,8216.35,ABIERTO,fecha_vacia
537,10763,,6960.69,CERRADO,fecha_vacia
539,15629,,62903.0,ABIERTO,fecha_vacia
540,24874,,6239.3,RECHAZADO,fecha_vacia
541,17082,,12640.91,NAN,fecha_vacia
543,22193,,,NAN,"fecha_vacia,monto_vacio"
544,13123,,8.41973,ABIERTO,fecha_vacia
545,14630,,965.14,CERRADO,fecha_vacia
546,2269,,6320.76,CERRADO,fecha_vacia
547,18971,,13821.43,ABIERTO,fecha_vacia
548,320,,6.63652,NAN,fecha_vacia
549,10771,,-9024.61,ABIERTO,fecha_vacia
550,25667,,3.598,ABIERTO,fecha_vacia
551,21438,,5836.89,ABIERTO,fecha_vacia
552,2165,,11024.33,CERRADO,fecha_vacia
553,21888,,3112.17,CERRADO,fecha_vacia
554,25784,2025-05-10,,CERRADO,monto_vacio
556,6947,,,ABIERTO,"fecha_vacia,monto_vacio"
557,6868,,5.32591,CERRADO,fecha_vacia
558,21780,,10.75361,CERRADO,fecha_vacia
559,24920,,,NAN,"fecha_vacia,monto_vacio"
560,3151,,-1744.2,ABIERTO,fecha_vacia
561,8177,,3376.64,CERRADO,fecha_vacia
562,15715,,4.47951,CERRADO,fecha_vacia
564,21307,,11816.47,RECHAZADO,fecha_vacia
565,19612,,,RECHAZADO,"fecha_vacia,monto_vacio"
566,7229,,8102.59,RECHAZADO,fecha_vacia
567,21236,,542.33,NAN,fecha_vacia
568,7634,,,NAN,"fecha_vacia,monto_vacio"
570,25508,,9919.76,CERRADO,fecha_vacia
571,354,,11.6243,RECHAZADO,fecha_vacia
573,5994,,8.06422,CERRADO,fecha_vacia
574,21648,2025-06-23,,CERRADO,monto_vacio
575,17032,,6.00623,CERRADO,fecha_vacia
576,20005,,3.66061,ABIERTO,fecha_vacia
577,9416,,7281.78,ABIERTO,fecha_vacia
580,21031,,14.72612,ABIERTO,fecha_vacia
581,17730,,6180.21,NAN,fecha_vacia
583,15892,,9.32333,RECHAZADO,fecha_vacia
584,7265,,,NAN,"fecha_vacia,monto_vacio"
585,2185,,14.34709,CERRADO,fecha_vacia
586,5064,,3427.67,CERRADO,fecha_vacia
587,22918,,2427.43,NAN,fecha_vacia
588,9780,,12340.44,ABIERTO,fecha_vacia
589,23761,,1722.65,CERRADO,fecha_vacia
590,1390,,5100.16,CERRADO,fecha_vacia
591,24753,,9.24395,ABIERTO,fecha_vacia
592,11961,,8976.92,NAN,fecha_vacia
593,25605,,6324.53,NAN,fecha_vacia
594,24598,,2947.86,RECHAZADO,fecha_vacia
595,16802,,,CERRADO,"fecha_vacia,monto_vacio"
596,20730,,-13047.91,ABIERTO,fecha_vacia
597,22326,,11586.97,NAN,fecha_vacia
598,15220,,263.87,RECHAZADO,fecha_vacia
599,20491,,567.78,CERRADO,fecha_vacia
600,25582,,13159.89,NAN,fecha_vacia
601,12091,2025-03-02,,ABIERTO,monto_vacio
603,17985,,14180.71,ABIERTO,fecha_vacia
604,1034,,7672.14,NAN,fecha_vacia
605,24391,,,CERRADO,"fecha_vacia,monto_vacio"
607,7941,,2490.28,NAN,fecha_vacia
608,24323,,5670.57,ABIERTO,fecha_vacia
609,13678,,5395.55,ABIERTO,fecha_vacia
610,22850,,11563.14,ABIERTO,fecha_vacia
611,17162,,,ABIERTO,"fecha_vacia,monto_vacio"
612,3316,,,NAN,"fecha_vacia,monto_vacio"
613,22432,,11453.7,ABIERTO,fecha_vacia
615,11298,,9282.91,RECHAZADO,fecha_vacia
616,6056,,5153.3,ABIERTO,fecha_vacia
617,17670,2025-02-03,,RECHAZADO,monto_vacio
618,1023,,,RECHAZADO,"fecha_vacia,monto_vacio"
619,3397,,10501.36,ABIERTO,fecha_vacia
621,2841,,5695.4,NAN,fecha_vacia
622,1623,,8.78283,NAN,fecha_vacia
623,10760,,14910.95,NAN,fecha_vacia
624,11022,,13.43662,CERRADO,fecha_vacia
625,24203,2025-06-21,,RECHAZADO,monto_vacio
626,22538,,4677.56,ABIERTO,fecha_vacia
627,471,,6150.14,RECHAZADO,fecha_vacia
628,23681,,,NAN,"fecha_vacia,monto_vacio"
629,9818,2025-11-08,,ABIERTO,monto_vacio
631,3214,,14084.12,RECHAZADO,fecha_vacia
633,5243,,1215.3,RECHAZADO,fecha_vacia
634,18267,,6524.1,NAN,fecha_vacia
635,13335,,2689.49,CERRADO,fecha_vacia
636,22410,2025-02-21,,NAN,monto_vacio
